type,name,value,date
湖南,湖南邵阳市新邵县,37.63,2020/2/23
湖南,湖南邵阳市新邵县,38.96,2020/2/24
湖南,湖南邵阳市新邵县,48.66,2020/2/25
湖南,湖南邵阳市新邵县,49.47,2020/2/26
湖南,湖南邵阳市新邵县,48.99,2020/2/27
湖南,湖南邵阳市新邵县,50.46000000000001,2020/2/28
贵州,贵州毕节市金沙县,20.66,2020/2/19
贵州,贵州毕节市金沙县,25.27,2020/2/20
贵州,贵州毕节市金沙县,26.169999999999998,2020/2/21
贵州,贵州毕节市金沙县,33.71,2020/2/22
贵州,贵州毕节市金沙县,35.83,2020/2/23
贵州,贵州毕节市金沙县,35.13,2020/2/24
贵州,贵州毕节市金沙县,49.94,2020/2/25
贵州,贵州毕节市金沙县,49.519999999999996,2020/2/26
贵州,贵州毕节市金沙县,49.47,2020/2/27
贵州,贵州毕节市金沙县,50.41,2020/2/28
贵州,贵州毕节市纳雍县,22.939999999999998,2020/2/19
贵州,贵州毕节市纳雍县,29.720000000000002,2020/2/20
贵州,贵州毕节市纳雍县,31.5,2020/2/21
贵州,贵州毕节市纳雍县,34.69,2020/2/22
贵州,贵州毕节市纳雍县,37.419999999999995,2020/2/23
贵州,贵州毕节市纳雍县,37.76,2020/2/24
贵州,贵州毕节市纳雍县,49.3,2020/2/25
贵州,贵州毕节市纳雍县,49.059999999999995,2020/2/26
贵州,贵州毕节市纳雍县,49.54,2020/2/27
贵州,贵州毕节市纳雍县,50.1,2020/2/28
湖南,湖南益阳市南县,25.230000000000004,2020/2/19
湖南,湖南益阳市南县,26.77,2020/2/20
湖南,湖南益阳市南县,30.130000000000003,2020/2/21
湖南,湖南益阳市南县,35.02,2020/2/22
湖南,湖南益阳市南县,39.410000000000004,2020/2/23
湖南,湖南益阳市南县,39.379999999999995,2020/2/24
湖南,湖南益阳市南县,49.47,2020/2/25
湖南,湖南益阳市南县,49.69,2020/2/26
湖南,湖南益阳市南县,49.49,2020/2/27
湖南,湖南益阳市南县,50.0,2020/2/28
贵州,贵州毕节市威宁县,25.729999999999997,2020/2/19
贵州,贵州毕节市威宁县,29.38,2020/2/20
贵州,贵州毕节市威宁县,32.43,2020/2/21
贵州,贵州毕节市威宁县,35.699999999999996,2020/2/22
贵州,贵州毕节市威宁县,37.5,2020/2/23
贵州,贵州毕节市威宁县,39.12,2020/2/24
贵州,贵州毕节市威宁县,47.52,2020/2/25
贵州,贵州毕节市威宁县,48.25,2020/2/26
贵州,贵州毕节市威宁县,48.6,2020/2/27
贵州,贵州毕节市威宁县,49.89,2020/2/28
湖南,湖南岳阳市临湘市,26.090000000000003,2020/2/19
湖南,湖南岳阳市临湘市,28.64,2020/2/20
湖南,湖南岳阳市临湘市,32.43,2020/2/21
湖南,湖南岳阳市临湘市,36.83,2020/2/22
湖南,湖南岳阳市临湘市,39.89,2020/2/23
湖南,湖南岳阳市临湘市,41.8,2020/2/24
湖南,湖南岳阳市临湘市,49.8,2020/2/25
湖南,湖南岳阳市临湘市,50.519999999999996,2020/2/26
湖南,湖南岳阳市临湘市,50.41,2020/2/27
湖南,湖南岳阳市临湘市,49.79,2020/2/28
湖南,湖南娄底市涟源市,24.23,2020/2/19
湖南,湖南娄底市涟源市,28.04,2020/2/20
湖南,湖南娄底市涟源市,31.480000000000004,2020/2/21
湖南,湖南娄底市涟源市,34.849999999999994,2020/2/22
湖南,湖南娄底市涟源市,36.85,2020/2/23
湖南,湖南娄底市涟源市,38.78,2020/2/24
湖南,湖南娄底市涟源市,48.59,2020/2/25
湖南,湖南娄底市涟源市,48.41,2020/2/26
湖南,湖南娄底市涟源市,48.88,2020/2/27
湖南,湖南娄底市涟源市,49.76,2020/2/28
四川,四川达州市大竹县,24.69,2020/2/19
四川,四川达州市大竹县,29.080000000000002,2020/2/20
四川,四川达州市大竹县,32.68,2020/2/21
四川,四川达州市大竹县,36.0,2020/2/22
四川,四川达州市大竹县,40.06,2020/2/23
四川,四川达州市大竹县,44.84,2020/2/24
四川,四川达州市大竹县,48.59,2020/2/25
四川,四川达州市大竹县,48.809999999999995,2020/2/26
四川,四川达州市大竹县,48.47,2020/2/27
四川,四川达州市大竹县,49.69,2020/2/28
湖南,湖南长沙市浏阳市,24.55,2020/2/19
湖南,湖南长沙市浏阳市,28.03,2020/2/20
湖南,湖南长沙市浏阳市,30.520000000000003,2020/2/21
湖南,湖南长沙市浏阳市,33.68,2020/2/22
湖南,湖南长沙市浏阳市,37.18,2020/2/23
湖南,湖南长沙市浏阳市,38.99,2020/2/24
湖南,湖南长沙市浏阳市,46.12,2020/2/25
湖南,湖南长沙市浏阳市,46.910000000000004,2020/2/26
湖南,湖南长沙市浏阳市,47.73,2020/2/27
湖南,湖南长沙市浏阳市,49.04,2020/2/28
广西,广西南宁市横县,21.07,2020/2/19
广西,广西南宁市横县,22.29,2020/2/20
广西,广西南宁市横县,24.23,2020/2/21
广西,广西南宁市横县,31.419999999999998,2020/2/22
广西,广西南宁市横县,33.550000000000004,2020/2/23
广西,广西南宁市横县,32.519999999999996,2020/2/24
广西,广西南宁市横县,45.87,2020/2/25
广西,广西南宁市横县,46.35,2020/2/26
广西,广西南宁市横县,46.69,2020/2/27
广西,广西南宁市横县,48.42,2020/2/28
湖南,湖南益阳市桃江县,26.6,2020/2/19
湖南,湖南益阳市桃江县,30.490000000000002,2020/2/20
湖南,湖南益阳市桃江县,34.86,2020/2/21
湖南,湖南益阳市桃江县,35.07,2020/2/22
湖南,湖南益阳市桃江县,37.08,2020/2/23
湖南,湖南益阳市桃江县,37.12,2020/2/24
湖南,湖南益阳市桃江县,46.18,2020/2/25
湖南,湖南益阳市桃江县,46.92,2020/2/26
湖南,湖南益阳市桃江县,46.800000000000004,2020/2/27
湖南,湖南益阳市桃江县,48.120000000000005,2020/2/28
广西,广西梧州市藤县,25.22,2020/2/19
广西,广西梧州市藤县,29.13,2020/2/20
广西,广西梧州市藤县,32.83,2020/2/21
广西,广西梧州市藤县,36.33,2020/2/22
广西,广西梧州市藤县,39.65,2020/2/23
广西,广西梧州市藤县,42.809999999999995,2020/2/24
广西,广西梧州市藤县,48.76,2020/2/25
广西,广西梧州市藤县,48.58,2020/2/26
广西,广西梧州市藤县,48.3,2020/2/27
广西,广西梧州市藤县,48.089999999999996,2020/2/28
四川,四川巴中市通江县,24.82,2020/2/19
四川,四川巴中市通江县,28.549999999999997,2020/2/20
四川,四川巴中市通江县,32.43,2020/2/21
四川,四川巴中市通江县,36.230000000000004,2020/2/22
四川,四川巴中市通江县,38.96,2020/2/23
四川,四川巴中市通江县,43.04,2020/2/24
四川,四川巴中市通江县,46.87,2020/2/25
四川,四川巴中市通江县,46.75,2020/2/26
四川,四川巴中市通江县,46.51,2020/2/27
四川,四川巴中市通江县,47.760000000000005,2020/2/28
广西,广西桂林市全州县,25.069999999999997,2020/2/19
广西,广西桂林市全州县,27.66,2020/2/20
广西,广西桂林市全州县,31.009999999999998,2020/2/21
广西,广西桂林市全州县,34.72,2020/2/22
广西,广西桂林市全州县,38.440000000000005,2020/2/23
广西,广西桂林市全州县,40.339999999999996,2020/2/24
广西,广西桂林市全州县,47.14,2020/2/25
广西,广西桂林市全州县,47.07,2020/2/26
广西,广西桂林市全州县,47.29,2020/2/27
广西,广西桂林市全州县,47.620000000000005,2020/2/28
河南,河南南阳市宛城区,30.72,2020/2/19
河南,河南南阳市宛城区,29.54,2020/2/20
河南,河南南阳市宛城区,30.55,2020/2/21
河南,河南南阳市宛城区,30.43,2020/2/22
河南,河南南阳市宛城区,32.92,2020/2/23
河南,河南南阳市宛城区,48.699999999999996,2020/2/24
河南,河南南阳市宛城区,47.65,2020/2/25
河南,河南南阳市宛城区,47.93,2020/2/26
河南,河南南阳市宛城区,47.86,2020/2/27
河南,河南南阳市宛城区,47.58,2020/2/28
广东,广东湛江市遂溪县,21.01,2020/2/19
广东,广东湛江市遂溪县,25.330000000000002,2020/2/20
广东,广东湛江市遂溪县,29.75,2020/2/21
广东,广东湛江市遂溪县,33.98,2020/2/22
广东,广东湛江市遂溪县,38.48,2020/2/23
广东,广东湛江市遂溪县,37.64,2020/2/24
广东,广东湛江市遂溪县,46.589999999999996,2020/2/25
广东,广东湛江市遂溪县,46.51,2020/2/26
广东,广东湛江市遂溪县,47.58,2020/2/27
广东,广东湛江市遂溪县,47.25,2020/2/28
广西,广西钦州市钦北区,24.11,2020/2/19
广西,广西钦州市钦北区,27.85,2020/2/20
广西,广西钦州市钦北区,31.569999999999997,2020/2/21
广西,广西钦州市钦北区,34.63,2020/2/22
广西,广西钦州市钦北区,37.4,2020/2/23
广西,广西钦州市钦北区,39.73,2020/2/24
广西,广西钦州市钦北区,46.300000000000004,2020/2/25
广西,广西钦州市钦北区,46.47,2020/2/26
广西,广西钦州市钦北区,47.33,2020/2/27
广西,广西钦州市钦北区,47.160000000000004,2020/2/28
湖南,湖南益阳市沅江市,25.180000000000003,2020/2/19
湖南,湖南益阳市沅江市,28.32,2020/2/20
湖南,湖南益阳市沅江市,32.629999999999995,2020/2/21
湖南,湖南益阳市沅江市,35.91,2020/2/22
湖南,湖南益阳市沅江市,38.41,2020/2/23
湖南,湖南益阳市沅江市,42.29,2020/2/24
湖南,湖南益阳市沅江市,46.56,2020/2/25
湖南,湖南益阳市沅江市,46.31,2020/2/26
湖南,湖南益阳市沅江市,46.42,2020/2/27
湖南,湖南益阳市沅江市,46.98,2020/2/28
广东,广东河源市紫金县,24.4,2020/2/19
广东,广东河源市紫金县,25.419999999999998,2020/2/20
广东,广东河源市紫金县,31.34,2020/2/21
广东,广东河源市紫金县,30.459999999999997,2020/2/22
广东,广东河源市紫金县,35.0,2020/2/23
广东,广东河源市紫金县,33.94,2020/2/24
广东,广东河源市紫金县,46.550000000000004,2020/2/25
广东,广东河源市紫金县,47.06,2020/2/26
广东,广东河源市紫金县,47.52,2020/2/27
广东,广东河源市紫金县,46.87,2020/2/28
广西,广西玉林市北流市,22.73,2020/2/19
广西,广西玉林市北流市,27.12,2020/2/20
广西,广西玉林市北流市,29.770000000000003,2020/2/21
广西,广西玉林市北流市,30.020000000000003,2020/2/22
广西,广西玉林市北流市,33.97,2020/2/23
广西,广西玉林市北流市,33.19,2020/2/24
广西,广西玉林市北流市,44.76,2020/2/25
广西,广西玉林市北流市,45.64,2020/2/26
广西,广西玉林市北流市,45.53,2020/2/27
广西,广西玉林市北流市,46.400000000000006,2020/2/28
河南,河南信阳市潢川县,26.540000000000003,2020/2/19
河南,河南信阳市潢川县,31.3,2020/2/20
河南,河南信阳市潢川县,33.21,2020/2/21
河南,河南信阳市潢川县,36.3,2020/2/22
河南,河南信阳市潢川县,37.54,2020/2/23
河南,河南信阳市潢川县,35.72,2020/2/24
河南,河南信阳市潢川县,45.12,2020/2/25
河南,河南信阳市潢川县,44.6,2020/2/26
河南,河南信阳市潢川县,45.37,2020/2/27
河南,河南信阳市潢川县,45.89,2020/2/28
广西,广西南宁市宾阳县,20.26,2020/2/19
广西,广西南宁市宾阳县,24.279999999999998,2020/2/20
广西,广西南宁市宾阳县,31.65,2020/2/21
广西,广西南宁市宾阳县,31.77,2020/2/22
广西,广西南宁市宾阳县,32.06,2020/2/23
广西,广西南宁市宾阳县,30.97,2020/2/24
广西,广西南宁市宾阳县,44.99,2020/2/25
广西,广西南宁市宾阳县,44.49,2020/2/26
广西,广西南宁市宾阳县,44.89,2020/2/27
广西,广西南宁市宾阳县,45.879999999999995,2020/2/28
安徽,安徽宣城市宣州区,19.41,2020/2/19
安徽,安徽宣城市宣州区,17.95,2020/2/20
安徽,安徽宣城市宣州区,20.45,2020/2/21
安徽,安徽宣城市宣州区,22.02,2020/2/22
安徽,安徽宣城市宣州区,28.84,2020/2/23
安徽,安徽宣城市宣州区,44.99,2020/2/24
安徽,安徽宣城市宣州区,43.74,2020/2/25
安徽,安徽宣城市宣州区,44.47,2020/2/26
安徽,安徽宣城市宣州区,45.46,2020/2/27
安徽,安徽宣城市宣州区,45.85,2020/2/28
湖南,湖南益阳市安化县,24.779999999999998,2020/2/19
湖南,湖南益阳市安化县,28.470000000000002,2020/2/20
湖南,湖南益阳市安化县,31.85,2020/2/21
湖南,湖南益阳市安化县,35.120000000000005,2020/2/22
湖南,湖南益阳市安化县,38.18,2020/2/23
湖南,湖南益阳市安化县,41.0,2020/2/24
湖南,湖南益阳市安化县,46.949999999999996,2020/2/25
湖南,湖南益阳市安化县,46.54,2020/2/26
湖南,湖南益阳市安化县,46.03,2020/2/27
湖南,湖南益阳市安化县,45.85,2020/2/28
河南,河南驻马店市汝南县,26.950000000000003,2020/2/19
河南,河南驻马店市汝南县,31.52,2020/2/20
河南,河南驻马店市汝南县,32.81,2020/2/21
河南,河南驻马店市汝南县,33.22,2020/2/22
河南,河南驻马店市汝南县,36.9,2020/2/23
河南,河南驻马店市汝南县,35.15,2020/2/24
河南,河南驻马店市汝南县,44.57,2020/2/25
河南,河南驻马店市汝南县,44.64,2020/2/26
河南,河南驻马店市汝南县,44.91,2020/2/27
河南,河南驻马店市汝南县,45.629999999999995,2020/2/28
湖南,湖南娄底市双峰县,24.16,2020/2/19
湖南,湖南娄底市双峰县,27.46,2020/2/20
湖南,湖南娄底市双峰县,30.11,2020/2/21
湖南,湖南娄底市双峰县,32.22,2020/2/22
湖南,湖南娄底市双峰县,35.370000000000005,2020/2/23
湖南,湖南娄底市双峰县,37.269999999999996,2020/2/24
湖南,湖南娄底市双峰县,43.28,2020/2/25
湖南,湖南娄底市双峰县,44.04,2020/2/26
湖南,湖南娄底市双峰县,43.96,2020/2/27
湖南,湖南娄底市双峰县,45.59,2020/2/28
贵州,贵州六盘水市盘州市,25.03,2020/2/19
贵州,贵州六盘水市盘州市,28.32,2020/2/20
贵州,贵州六盘水市盘州市,31.69,2020/2/21
贵州,贵州六盘水市盘州市,33.35,2020/2/22
贵州,贵州六盘水市盘州市,36.730000000000004,2020/2/23
贵州,贵州六盘水市盘州市,38.07,2020/2/24
贵州,贵州六盘水市盘州市,45.129999999999995,2020/2/25
贵州,贵州六盘水市盘州市,44.86,2020/2/26
贵州,贵州六盘水市盘州市,44.330000000000005,2020/2/27
贵州,贵州六盘水市盘州市,45.53,2020/2/28
湖南,湖南长沙市宁乡市,21.67,2020/2/19
湖南,湖南长沙市宁乡市,25.69,2020/2/20
湖南,湖南长沙市宁乡市,29.62,2020/2/21
湖南,湖南长沙市宁乡市,30.099999999999998,2020/2/22
湖南,湖南长沙市宁乡市,33.6,2020/2/23
湖南,湖南长沙市宁乡市,33.89,2020/2/24
湖南,湖南长沙市宁乡市,42.620000000000005,2020/2/25
湖南,湖南长沙市宁乡市,43.1,2020/2/26
湖南,湖南长沙市宁乡市,43.93,2020/2/27
湖南,湖南长沙市宁乡市,45.4,2020/2/28
湖南,湖南衡阳市祁东县,24.79,2020/2/19
湖南,湖南衡阳市祁东县,27.99,2020/2/20
湖南,湖南衡阳市祁东县,30.56,2020/2/21
湖南,湖南衡阳市祁东县,32.96,2020/2/22
湖南,湖南衡阳市祁东县,35.06,2020/2/23
湖南,湖南衡阳市祁东县,36.75,2020/2/24
湖南,湖南衡阳市祁东县,42.83,2020/2/25
湖南,湖南衡阳市祁东县,43.74,2020/2/26
湖南,湖南衡阳市祁东县,44.67,2020/2/27
湖南,湖南衡阳市祁东县,45.39,2020/2/28
湖南,湖南邵阳市邵东市,24.29,2020/2/19
湖南,湖南邵阳市邵东市,27.060000000000002,2020/2/20
湖南,湖南邵阳市邵东市,29.48,2020/2/21
湖南,湖南邵阳市邵东市,32.53,2020/2/22
湖南,湖南邵阳市邵东市,34.78,2020/2/23
湖南,湖南邵阳市邵东市,36.89,2020/2/24
湖南,湖南邵阳市邵东市,43.169999999999995,2020/2/25
湖南,湖南邵阳市邵东市,43.95,2020/2/26
湖南,湖南邵阳市邵东市,44.16,2020/2/27
湖南,湖南邵阳市邵东市,45.0,2020/2/28
四川,四川自贡市富顺县,24.43,2020/2/19
四川,四川自贡市富顺县,27.55,2020/2/20
四川,四川自贡市富顺县,30.78,2020/2/21
四川,四川自贡市富顺县,33.56,2020/2/22
四川,四川自贡市富顺县,36.15,2020/2/23
四川,四川自贡市富顺县,38.550000000000004,2020/2/24
四川,四川自贡市富顺县,44.7,2020/2/25
四川,四川自贡市富顺县,45.29,2020/2/26
四川,四川自贡市富顺县,45.45,2020/2/27
四川,四川自贡市富顺县,44.93,2020/2/28
湖南,湖南邵阳市隆回县,23.66,2020/2/19
湖南,湖南邵阳市隆回县,28.73,2020/2/20
湖南,湖南邵阳市隆回县,28.9,2020/2/21
湖南,湖南邵阳市隆回县,32.6,2020/2/22
湖南,湖南邵阳市隆回县,35.52,2020/2/23
湖南,湖南邵阳市隆回县,35.099999999999994,2020/2/24
湖南,湖南邵阳市隆回县,43.72,2020/2/25
湖南,湖南邵阳市隆回县,43.21,2020/2/26
湖南,湖南邵阳市隆回县,43.26,2020/2/27
湖南,湖南邵阳市隆回县,44.84,2020/2/28
湖南,湖南株洲市攸县,23.41,2020/2/19
湖南,湖南株洲市攸县,27.529999999999998,2020/2/20
湖南,湖南株洲市攸县,30.5,2020/2/21
湖南,湖南株洲市攸县,33.589999999999996,2020/2/22
湖南,湖南株洲市攸县,35.8,2020/2/23
湖南,湖南株洲市攸县,37.57,2020/2/24
湖南,湖南株洲市攸县,44.58,2020/2/25
湖南,湖南株洲市攸县,45.4,2020/2/26
湖南,湖南株洲市攸县,45.61,2020/2/27
湖南,湖南株洲市攸县,44.769999999999996,2020/2/28
湖南,湖南衡阳市衡南县,23.84,2020/2/19
湖南,湖南衡阳市衡南县,26.900000000000002,2020/2/20
湖南,湖南衡阳市衡南县,29.7,2020/2/21
湖南,湖南衡阳市衡南县,32.72,2020/2/22
湖南,湖南衡阳市衡南县,35.6,2020/2/23
湖南,湖南衡阳市衡南县,38.53,2020/2/24
湖南,湖南衡阳市衡南县,42.93,2020/2/25
湖南,湖南衡阳市衡南县,44.03,2020/2/26
湖南,湖南衡阳市衡南县,44.62,2020/2/27
湖南,湖南衡阳市衡南县,44.68,2020/2/28
四川,四川广安市岳池县,23.53,2020/2/19
四川,四川广安市岳池县,27.16,2020/2/20
四川,四川广安市岳池县,30.28,2020/2/21
四川,四川广安市岳池县,32.99,2020/2/22
四川,四川广安市岳池县,35.55,2020/2/23
四川,四川广安市岳池县,41.870000000000005,2020/2/24
四川,四川广安市岳池县,43.89,2020/2/25
四川,四川广安市岳池县,43.45,2020/2/26
四川,四川广安市岳池县,44.58,2020/2/27
四川,四川广安市岳池县,44.42,2020/2/28
湖南,湖南永州市道县,21.63,2020/2/19
湖南,湖南永州市道县,24.779999999999998,2020/2/20
湖南,湖南永州市道县,28.12,2020/2/21
湖南,湖南永州市道县,30.570000000000004,2020/2/22
湖南,湖南永州市道县,33.77,2020/2/23
湖南,湖南永州市道县,33.83,2020/2/24
湖南,湖南永州市道县,42.33,2020/2/25
湖南,湖南永州市道县,42.620000000000005,2020/2/26
湖南,湖南永州市道县,42.95,2020/2/27
湖南,湖南永州市道县,44.32,2020/2/28
湖南,湖南郴州市永兴县,23.68,2020/2/19
湖南,湖南郴州市永兴县,26.950000000000003,2020/2/20
湖南,湖南郴州市永兴县,29.74,2020/2/21
湖南,湖南郴州市永兴县,32.300000000000004,2020/2/22
湖南,湖南郴州市永兴县,35.32,2020/2/23
湖南,湖南郴州市永兴县,38.47,2020/2/24
湖南,湖南郴州市永兴县,42.58,2020/2/25
湖南,湖南郴州市永兴县,43.39,2020/2/26
湖南,湖南郴州市永兴县,42.9,2020/2/27
湖南,湖南郴州市永兴县,44.16,2020/2/28
湖南,湖南衡阳市耒阳市,23.45,2020/2/19
湖南,湖南衡阳市耒阳市,26.619999999999997,2020/2/20
湖南,湖南衡阳市耒阳市,29.360000000000003,2020/2/21
湖南,湖南衡阳市耒阳市,31.879999999999995,2020/2/22
湖南,湖南衡阳市耒阳市,34.65,2020/2/23
湖南,湖南衡阳市耒阳市,36.89,2020/2/24
湖南,湖南衡阳市耒阳市,42.230000000000004,2020/2/25
湖南,湖南衡阳市耒阳市,42.22,2020/2/26
湖南,湖南衡阳市耒阳市,42.95,2020/2/27
湖南,湖南衡阳市耒阳市,44.14,2020/2/28
四川,四川内江市威远县,25.990000000000002,2020/2/19
四川,四川内江市威远县,27.13,2020/2/20
四川,四川内江市威远县,28.98,2020/2/21
四川,四川内江市威远县,32.43,2020/2/22
四川,四川内江市威远县,35.47,2020/2/23
四川,四川内江市威远县,36.18,2020/2/24
四川,四川内江市威远县,44.6,2020/2/25
四川,四川内江市威远县,44.14,2020/2/26
四川,四川内江市威远县,44.06,2020/2/27
四川,四川内江市威远县,43.91,2020/2/28
安徽,安徽阜阳市颍泉区,23.880000000000003,2020/2/19
安徽,安徽阜阳市颍泉区,26.939999999999998,2020/2/20
安徽,安徽阜阳市颍泉区,29.81,2020/2/21
安徽,安徽阜阳市颍泉区,32.48,2020/2/22
安徽,安徽阜阳市颍泉区,35.120000000000005,2020/2/23
安徽,安徽阜阳市颍泉区,37.76,2020/2/24
安徽,安徽阜阳市颍泉区,42.14,2020/2/25
安徽,安徽阜阳市颍泉区,43.3,2020/2/26
安徽,安徽阜阳市颍泉区,43.269999999999996,2020/2/27
安徽,安徽阜阳市颍泉区,43.89,2020/2/28
河南,河南新乡市辉县市,21.43,2020/2/19
河南,河南新乡市辉县市,23.97,2020/2/20
河南,河南新乡市辉县市,25.2,2020/2/21
河南,河南新乡市辉县市,29.04,2020/2/22
河南,河南新乡市辉县市,34.39,2020/2/23
河南,河南新乡市辉县市,34.160000000000004,2020/2/24
河南,河南新乡市辉县市,44.48,2020/2/25
河南,河南新乡市辉县市,44.18,2020/2/26
河南,河南新乡市辉县市,43.72,2020/2/27
河南,河南新乡市辉县市,43.8,2020/2/28
广西,广西贵港市平南县,23.65,2020/2/19
广西,广西贵港市平南县,25.19,2020/2/20
广西,广西贵港市平南县,28.38,2020/2/21
广西,广西贵港市平南县,29.830000000000002,2020/2/22
广西,广西贵港市平南县,32.24,2020/2/23
广西,广西贵港市平南县,31.89,2020/2/24
广西,广西贵港市平南县,41.839999999999996,2020/2/25
广西,广西贵港市平南县,41.79,2020/2/26
广西,广西贵港市平南县,41.83,2020/2/27
广西,广西贵港市平南县,43.37,2020/2/28
贵州,贵州毕节市大方县,23.75,2020/2/19
贵州,贵州毕节市大方县,25.25,2020/2/20
贵州,贵州毕节市大方县,29.39,2020/2/21
贵州,贵州毕节市大方县,32.49,2020/2/22
贵州,贵州毕节市大方县,35.32,2020/2/23
贵州,贵州毕节市大方县,35.839999999999996,2020/2/24
贵州,贵州毕节市大方县,43.3,2020/2/25
贵州,贵州毕节市大方县,43.65,2020/2/26
贵州,贵州毕节市大方县,43.22,2020/2/27
贵州,贵州毕节市大方县,43.26,2020/2/28
湖南,湖南邵阳市邵阳县,24.04,2020/2/19
湖南,湖南邵阳市邵阳县,26.69,2020/2/20
湖南,湖南邵阳市邵阳县,29.12,2020/2/21
湖南,湖南邵阳市邵阳县,32.15,2020/2/22
湖南,湖南邵阳市邵阳县,34.300000000000004,2020/2/23
湖南,湖南邵阳市邵阳县,36.309999999999995,2020/2/24
湖南,湖南邵阳市邵阳县,41.86,2020/2/25
湖南,湖南邵阳市邵阳县,41.9,2020/2/26
湖南,湖南邵阳市邵阳县,43.02,2020/2/27
湖南,湖南邵阳市邵阳县,42.870000000000005,2020/2/28
湖南,湖南邵阳市武冈市,24.22,2020/2/19
湖南,湖南邵阳市武冈市,27.38,2020/2/20
湖南,湖南邵阳市武冈市,30.45,2020/2/21
湖南,湖南邵阳市武冈市,33.0,2020/2/22
湖南,湖南邵阳市武冈市,35.47,2020/2/23
湖南,湖南邵阳市武冈市,38.22,2020/2/24
湖南,湖南邵阳市武冈市,42.63,2020/2/25
湖南,湖南邵阳市武冈市,43.419999999999995,2020/2/26
湖南,湖南邵阳市武冈市,42.94,2020/2/27
湖南,湖南邵阳市武冈市,42.63,2020/2/28
广西,广西玉林市博白县,21.38,2020/2/19
广西,广西玉林市博白县,22.27,2020/2/20
广西,广西玉林市博白县,27.76,2020/2/21
广西,广西玉林市博白县,29.82,2020/2/22
广西,广西玉林市博白县,31.66,2020/2/23
广西,广西玉林市博白县,29.75,2020/2/24
广西,广西玉林市博白县,41.14,2020/2/25
广西,广西玉林市博白县,41.33,2020/2/26
广西,广西玉林市博白县,41.33,2020/2/27
广西,广西玉林市博白县,42.24,2020/2/28
云南,云南曲靖市宣威市,21.67,2020/2/19
云南,云南曲靖市宣威市,21.12,2020/2/20
云南,云南曲靖市宣威市,26.369999999999997,2020/2/21
云南,云南曲靖市宣威市,28.88,2020/2/22
云南,云南曲靖市宣威市,32.76,2020/2/23
云南,云南曲靖市宣威市,31.44,2020/2/24
云南,云南曲靖市宣威市,41.099999999999994,2020/2/25
云南,云南曲靖市宣威市,42.059999999999995,2020/2/26
云南,云南曲靖市宣威市,41.730000000000004,2020/2/27
云南,云南曲靖市宣威市,42.05,2020/2/28
广东,广东茂名市信宜市,22.57,2020/2/19
广东,广东茂名市信宜市,23.3,2020/2/20
广东,广东茂名市信宜市,24.490000000000002,2020/2/21
广东,广东茂名市信宜市,28.999999999999996,2020/2/22
广东,广东茂名市信宜市,32.25,2020/2/23
广东,广东茂名市信宜市,32.81,2020/2/24
广东,广东茂名市信宜市,41.08,2020/2/25
广东,广东茂名市信宜市,41.31,2020/2/26
广东,广东茂名市信宜市,41.49,2020/2/27
广东,广东茂名市信宜市,42.03,2020/2/28
山东,山东德州市陵城区,23.5,2020/2/19
山东,山东德州市陵城区,26.16,2020/2/20
山东,山东德州市陵城区,28.73,2020/2/21
山东,山东德州市陵城区,31.16,2020/2/22
山东,山东德州市陵城区,33.51,2020/2/23
山东,山东德州市陵城区,37.980000000000004,2020/2/24
山东,山东德州市陵城区,40.17,2020/2/25
山东,山东德州市陵城区,41.05,2020/2/26
山东,山东德州市陵城区,40.739999999999995,2020/2/27
山东,山东德州市陵城区,41.61,2020/2/28
湖南,湖南株洲市醴陵市,25.71,2020/2/19
湖南,湖南株洲市醴陵市,27.36,2020/2/20
湖南,湖南株洲市醴陵市,28.87,2020/2/21
湖南,湖南株洲市醴陵市,32.23,2020/2/22
湖南,湖南株洲市醴陵市,32.54,2020/2/23
湖南,湖南株洲市醴陵市,32.75,2020/2/24
湖南,湖南株洲市醴陵市,41.18,2020/2/25
湖南,湖南株洲市醴陵市,41.03,2020/2/26
湖南,湖南株洲市醴陵市,40.83,2020/2/27
湖南,湖南株洲市醴陵市,40.52,2020/2/28
